0,node
6,2001
6,2002
6,2003
6,2005
6,2006
6,2007
6,2009
6,2010
6,2012
6,2016
6,2017
6,2018
6,2019
6,2020
4,2021
4,2022
4,2023
4,2024
4,2025
4,2026
4,2027
4,2030
4,2031
4,2033
4,2034
4,2035
4,2036
4,2037
4,2038
4,2040
4,2041
4,2043
4,2044
4,2045
4,2046
4,2047
0,2048
0,2050
0,2052
0,2054
0,2056
6,2057
6,2058
6,2060
6,2061
6,2063
6,2064
6,2066
6,2067
7,3001
7,3003
7,3004
7,3005
7,3006
7,3008
7,3009
7,3010
7,3011
7,3012
7,3013
7,3014
7,3015
7,3017
7,3018
9,3020
9,3021
9,3022
9,3023
9,3024
9,3025
9,3026
9,3028
9,3029
9,3030
9,3032
9,3034
9,3035
9,3036
0,3037
0,3038
0,3039
0,3040
0,3041
0,3042
0,3043
0,3044
0,3046
0,3049
0,3051
0,3052
1,3053
1,3054
1,3055
1,3057
1,3059
1,3060
1,3062
7,3063
7,3064
7,3065
7,3066
7,3068
7,3069
7,3071
7,3074
2,4001
2,4002
2,4003
2,4004
2,4005
2,4006
2,4007
2,4008
2,4009
2,4010
2,4011
2,4012
2,4013
2,4014
2,4015
2,4016
2,4017
2,4018
3,4019
3,4020
3,4021
3,4022
3,4025
3,4026
3,4027
3,4028
3,4029
3,4030
3,4031
3,4032
3,4033
3,4034
3,4035
3,4036
3,4037
3,4038
5,4039
5,4040
5,4041
5,4042
5,4043
5,4045
1,4046
1,4047
1,4048
1,4049
1,4050
8,4051
8,4052
8,4053
8,4054
8,4056
8,4059
8,4060
8,4061
8,4062
8,4063
8,4064
8,4065
2,4066
4,11001
9,11002
9,11003
9,11004
3,11005
3,11006
4,21001
4,21002
4,21003
0,21004
0,31001
1,31002
1,31003
1,31005
1,31007
1,31009
1,31010
0,41001
0,41002
0,41003
0,41004
0,41005
0,41006
0,41007
5,41008
6,51001
6,51002
1,51003
1,51004
1,51006
1,51007
1,51008
1,51009
1,51010
0,61001
5,61002
5,61003
5,61004
5,61005
5,61006
5,61007
5,61009
